DESCRICAO DA CLASSE,SIGLA DA CLASSE,DESCRICAO DO TIPO 1,SIGLA DO TIPO 1,CODIGO DO AGRUPADOR,DESCRICAO DO AGRUPADOR,CODIGO DA COMPOSICAO,DESCRICAO DA COMPOSICAO,UNIDADE,ORIGEM DE PREÇO,CUSTO TOTAL,TIPO ITEM,CODIGO ITEM,DESCRIÇÃO ITEM,UNIDADE ITEM,ORIGEM DE PREÇO ITEM,COEFICIENTE,PRECO UNITARIO,CUSTO TOTAL.1,CUSTO MAO DE OBRA,% MAO DE OBRA,CUSTO MATERIAL,% MATERIAL,CUSTO EQUIPAMENTO,% EQUIPAMENTO,CUSTO SERVICOS TERCEIROS,% SERVICOS TERCEIROS,CUSTO OUTROS,% OUTROS,VINCULO
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100614.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 12 M, CARGA NOMINAL DE 400 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,8 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"882,42",INSUMO,863.0,CABO DE COBRE NU 35 MM2 MEIO-DURO,M,COEFICIENTE DE REPRESENTATIVIDADE,"12,0000000","36,41","436,92",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100614.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 12 M, CARGA NOMINAL DE 400 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,8 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"882,42",COMPOSICAO,5928.0,"GUINDAUTO HIDRÁULICO, CAPACIDADE MÁXIMA DE CARGA 6200 KG, MOMENTO MÁXIMO DE CARGA 11,7 TM, ALCANCE MÁXIMO HORIZONTAL 9,70 M, INCLUSIVE CAMINHÃO TOCO PBT 16.000 KG, POTÊNCIA DE 189 CV - CHP DIURNO. AF_06/2014",CHP,ATRIBUÍDO SÃO PAULO,"0,0810000","284,46","23,04",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100614.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 12 M, CARGA NOMINAL DE 400 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,8 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"882,42",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"2,1340000","21,46","45,79",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100614.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 12 M, CARGA NOMINAL DE 400 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,8 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"882,42",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"6,9350000","26,28","182,25",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100614.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 12 M, CARGA NOMINAL DE 400 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,8 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"882,42",COMPOSICAO,94962.0,"CONCRETO MAGRO PARA LASTRO, TRAÇO 1:4,5:4,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 400 L. AF_05/2021",M3,ATRIBUÍDO SÃO PAULO,"0,4700000","413,67","194,42",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100615.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 12 M, CARGA NOMINAL DE 600 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,8 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.099,34",,,,,,,,,"260,31","23,6790143","830,65","75,5584675","7,63","0,6942738","0,00","0,0000000","0,75","0,0682444",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100615.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 12 M, CARGA NOMINAL DE 600 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,8 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.099,34",INSUMO,863.0,CABO DE COBRE NU 35 MM2 MEIO-DURO,M,COEFICIENTE DE REPRESENTATIVIDADE,"12,0000000","36,41","436,92",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100615.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 12 M, CARGA NOMINAL DE 600 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,8 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.099,34",COMPOSICAO,5928.0,"GUINDAUTO HIDRÁULICO, CAPACIDADE MÁXIMA DE CARGA 6200 KG, MOMENTO MÁXIMO DE CARGA 11,7 TM, ALCANCE MÁXIMO HORIZONTAL 9,70 M, INCLUSIVE CAMINHÃO TOCO PBT 16.000 KG, POTÊNCIA DE 189 CV - CHP DIURNO. AF_06/2014",CHP,ATRIBUÍDO SÃO PAULO,"0,0810000","284,46","23,04",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100615.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 12 M, CARGA NOMINAL DE 600 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,8 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.099,34",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"2,9480000","21,46","63,26",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100615.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 12 M, CARGA NOMINAL DE 600 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,8 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.099,34",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"9,5820000","26,28","251,81",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100615.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 12 M, CARGA NOMINAL DE 600 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,8 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.099,34",COMPOSICAO,94962.0,"CONCRETO MAGRO PARA LASTRO, TRAÇO 1:4,5:4,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 400 L. AF_05/2021",M3,ATRIBUÍDO SÃO PAULO,"0,7840000","413,67","324,31",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100616.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 12 M, CARGA NOMINAL DE 1000 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,8 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.661,79",,,,,,,,,"464,34","27,9423360","1.187,08","71,4334729","8,87","0,5339031","0,00","0,0000000","1,50","0,0902880",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100616.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 12 M, CARGA NOMINAL DE 1000 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,8 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.661,79",INSUMO,863.0,CABO DE COBRE NU 35 MM2 MEIO-DURO,M,COEFICIENTE DE REPRESENTATIVIDADE,"12,0000000","36,41","436,92",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100616.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 12 M, CARGA NOMINAL DE 1000 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,8 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.661,79",COMPOSICAO,5928.0,"GUINDAUTO HIDRÁULICO, CAPACIDADE MÁXIMA DE CARGA 6200 KG, MOMENTO MÁXIMO DE CARGA 11,7 TM, ALCANCE MÁXIMO HORIZONTAL 9,70 M, INCLUSIVE CAMINHÃO TOCO PBT 16.000 KG, POTÊNCIA DE 189 CV - CHP DIURNO. AF_06/2014",CHP,ATRIBUÍDO SÃO PAULO,"0,0880000","284,46","25,03",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100616.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 12 M, CARGA NOMINAL DE 1000 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,8 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.661,79",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"5,1500000","21,46","110,51",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100616.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 12 M, CARGA NOMINAL DE 1000 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,8 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.661,79",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"16,7380000","26,28","439,87",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100616.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 12 M, CARGA NOMINAL DE 1000 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,8 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.661,79",COMPOSICAO,94962.0,"CONCRETO MAGRO PARA LASTRO, TRAÇO 1:4,5:4,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 400 L. AF_05/2021",M3,ATRIBUÍDO SÃO PAULO,"1,5700000","413,67","649,46",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100617.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 13 M, CARGA NOMINAL DE 600 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,9 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.142,49",,,,,,,,,"269,15","23,5584079","864,82","75,6956241","7,79","0,6820529","0,00","0,0000000","0,73","0,0639151",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100617.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 13 M, CARGA NOMINAL DE 600 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,9 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.142,49",INSUMO,863.0,CABO DE COBRE NU 35 MM2 MEIO-DURO,M,COEFICIENTE DE REPRESENTATIVIDADE,"13,0000000","36,41","473,33",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100617.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 13 M, CARGA NOMINAL DE 600 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,9 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.142,49",COMPOSICAO,5928.0,"GUINDAUTO HIDRÁULICO, CAPACIDADE MÁXIMA DE CARGA 6200 KG, MOMENTO MÁXIMO DE CARGA 11,7 TM, ALCANCE MÁXIMO HORIZONTAL 9,70 M, INCLUSIVE CAMINHÃO TOCO PBT 16.000 KG, POTÊNCIA DE 189 CV - CHP DIURNO. AF_06/2014",CHP,ATRIBUÍDO SÃO PAULO,"0,0830000","284,46","23,61",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100617.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 13 M, CARGA NOMINAL DE 600 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,9 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.142,49",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"3,0830000","21,46","66,16",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100617.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 13 M, CARGA NOMINAL DE 600 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,9 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.142,49",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"10,0210000","26,28","263,35",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100617.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 13 M, CARGA NOMINAL DE 600 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,9 M DE SOLO (NÃO INCLUI FORNECIMENTO). AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.142,49",COMPOSICAO,94962.0,"CONCRETO MAGRO PARA LASTRO, TRAÇO 1:4,5:4,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 400 L. AF_05/2021",M3,ATRIBUÍDO SÃO PAULO,"0,7640000","413,67","316,04",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100618.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 13 M, CARGA NOMINAL DE 1000 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,9 M DE SOLO - SOMENTE INSTALAÇÃO, SEM FORNECIMENTO. AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.729,23",,,,,,,,,"483,53","27,9624252","1.235,31","71,4365869","8,88","0,5136451","0,00","0,0000000","1,51","0,0873428",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100618.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 13 M, CARGA NOMINAL DE 1000 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,9 M DE SOLO - SOMENTE INSTALAÇÃO, SEM FORNECIMENTO. AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.729,23",INSUMO,863.0,CABO DE COBRE NU 35 MM2 MEIO-DURO,M,COEFICIENTE DE REPRESENTATIVIDADE,"13,0000000","36,41","473,33",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100618.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 13 M, CARGA NOMINAL DE 1000 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,9 M DE SOLO - SOMENTE INSTALAÇÃO, SEM FORNECIMENTO. AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.729,23",COMPOSICAO,5928.0,"GUINDAUTO HIDRÁULICO, CAPACIDADE MÁXIMA DE CARGA 6200 KG, MOMENTO MÁXIMO DE CARGA 11,7 TM, ALCANCE MÁXIMO HORIZONTAL 9,70 M, INCLUSIVE CAMINHÃO TOCO PBT 16.000 KG, POTÊNCIA DE 189 CV - CHP DIURNO. AF_06/2014",CHP,ATRIBUÍDO SÃO PAULO,"0,0880000","284,46","25,03",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100618.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 13 M, CARGA NOMINAL DE 1000 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,9 M DE SOLO - SOMENTE INSTALAÇÃO, SEM FORNECIMENTO. AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.729,23",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"5,4060000","21,46","116,01",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100618.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 13 M, CARGA NOMINAL DE 1000 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,9 M DE SOLO - SOMENTE INSTALAÇÃO, SEM FORNECIMENTO. AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.729,23",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"17,5680000","26,28","461,68",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE DE CONCRETO,173.0,,,100618.0,"ASSENTAMENTO DE POSTE DE CONCRETO COM COMPRIMENTO NOMINAL DE 13 M, CARGA NOMINAL DE 1000 DAN, ENGASTAMENTO BASE CONCRETADA COM 1 M DE CONCRETO E 0,9 M DE SOLO - SOMENTE INSTALAÇÃO, SEM FORNECIMENTO. AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"1.729,23",COMPOSICAO,94962.0,"CONCRETO MAGRO PARA LASTRO, TRAÇO 1:4,5:4,5 (EM MASSA SECA DE CIMENTO/ AREIA MÉDIA/ BRITA 1) - PREPARO MECÂNICO COM BETONEIRA 400 L. AF_05/2021",M3,ATRIBUÍDO SÃO PAULO,"1,5790000","413,67","653,18",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE METALICO,174.0,,,100619.0,"POSTE DECORATIVO PARA JARDIM EM AÇO TUBULAR, H = *2,5* M, SEM LUMINÁRIA - FORNECIMENTO E INSTALAÇÃO. AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"564,31",,,,,,,,,"77,41","13,7193392","486,90","86,2806608","0,00","0,0000000","0,00","0,0000000","0,00","0,0000000",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE METALICO,174.0,,,100619.0,"POSTE DECORATIVO PARA JARDIM EM AÇO TUBULAR, H = *2,5* M, SEM LUMINÁRIA - FORNECIMENTO E INSTALAÇÃO. AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"564,31",INSUMO,863.0,CABO DE COBRE NU 35 MM2 MEIO-DURO,M,COEFICIENTE DE REPRESENTATIVIDADE,"2,0000000","36,41","72,82",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE METALICO,174.0,,,100619.0,"POSTE DECORATIVO PARA JARDIM EM AÇO TUBULAR, H = *2,5* M, SEM LUMINÁRIA - FORNECIMENTO E INSTALAÇÃO. AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"564,31",INSUMO,11975.0,"CHUMBADOR DE ACO ZINCADO, DIAMETRO 5/8"", COMPRIMENTO 6"", COM PORCA",UN,COEFICIENTE DE REPRESENTATIVIDADE,"4,0000000","27,04","108,16",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE METALICO,174.0,,,100619.0,"POSTE DECORATIVO PARA JARDIM EM AÇO TUBULAR, H = *2,5* M, SEM LUMINÁRIA - FORNECIMENTO E INSTALAÇÃO. AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"564,31",INSUMO,12388.0,"POSTE DECORATIVO PARA JARDIM EM ACO TUBULAR, SEM LUMINARIA, H = *2,5* M",UN,ATRIBUÍDO SÃO PAULO,"1,0000000","270,31","270,31",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE METALICO,174.0,,,100619.0,"POSTE DECORATIVO PARA JARDIM EM AÇO TUBULAR, H = *2,5* M, SEM LUMINÁRIA - FORNECIMENTO E INSTALAÇÃO. AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"564,31",COMPOSICAO,88247.0,AUXILIAR DE ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COEFICIENTE DE REPRESENTATIVIDADE,"1,0580000","21,46","22,70",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE METALICO,174.0,,,100619.0,"POSTE DECORATIVO PARA JARDIM EM AÇO TUBULAR, H = *2,5* M, SEM LUMINÁRIA - FORNECIMENTO E INSTALAÇÃO. AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"564,31",COMPOSICAO,88264.0,ELETRICISTA COM ENCARGOS COMPLEMENTARES,H,COLETADO,"3,4370000","26,28","90,32",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE METALICO,174.0,,,100620.0,"POSTE DE AÇO CONICO CONTÍNUO CURVO SIMPLES, FLANGEADO, H=9M, INCLUSIVE LUMINÁRIA, SEM LÂMPADA - FORNECIMENTO E INSTALACAO. AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"2.679,72",,,,,,,,,"51,15","1,9088741","2.612,83","97,5037227","15,74","0,5874032","0,00","0,0000000","0,00","0,0000000",CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE METALICO,174.0,,,100620.0,"POSTE DE AÇO CONICO CONTÍNUO CURVO SIMPLES, FLANGEADO, H=9M, INCLUSIVE LUMINÁRIA, SEM LÂMPADA - FORNECIMENTO E INSTALACAO. AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"2.679,72",INSUMO,863.0,CABO DE COBRE NU 35 MM2 MEIO-DURO,M,COEFICIENTE DE REPRESENTATIVIDADE,"9,0000000","36,41","327,69",,,,,,,,,,,CAIXA REFERENCIAL
INSTALACAO ELETRICA/ELETRIFICACAO E ILUMINACAO EXT,INEL,POSTE METALICO,174.0,,,100620.0,"POSTE DE AÇO CONICO CONTÍNUO CURVO SIMPLES, FLANGEADO, H=9M, INCLUSIVE LUMINÁRIA, SEM LÂMPADA - FORNECIMENTO E INSTALACAO. AF_11/2019",UN,ATRIBUÍDO SÃO PAULO,"2.679,72",INSUMO,3798.0,"LUMINARIA ABERTA P/ ILUMINACAO PUBLICA, TIPO X-57 PETERCO OU EQUIV",UN,ATRIBUÍDO SÃO PAULO,"1,0000000","83,57","83,57",,,,,,,,,,,CAIXA REFERENCIAL
